ID,dataset,orgfile,target,IndependentVars,ParameterNames,ParameterValues,FixedConstantValues,PySRFeatures,feature_name_map,complexity,loss,score,equation,sympy_format,restored_equation,orgpara_list,para_eq,para_list
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",39,0.0024447711,6.627993090006391e-05,(((((((((sin((xv_a / 0.09783436) / 0.0095715625) + (xv_a - 0.10335293)) + sin(xv_a / 0.08215915)) / 0.06562594) * ((sin(xv_a) - cos(xv_a)) * 5.0320735)) ^ 0.01903607) * (xv_a / 0.097343035)) + 2.8368158) ^ 0.08234447) * xv_a) - -0.63986397,xv_a*(xv_a*((xv_a + sin(xv_a/0.08215915) + sin(xv_a/(0.0095715625*0.09783436)) - 1*0.10335293)*(sin(xv_a) - cos(xv_a))*5.0320735/0.06562594)**0.01903607/0.097343035 + 2.8368158)**0.08234447 - 1*(-0.63986397),k*(11.1576274079492*k*((sin(k) - cos(k))*(k + sin(12.1714988531405*k) + sin(1067.88811266175*k) - 0.10335293))**0.01903607 + 2.8368158)**0.08234447 + 0.63986397,"[0.639863970000000, 2.83681580000000, 11.1576274079492, -1, -0.103352930000000, 12.1714988531405, 1067.88811266175, 0.0190360700000000, 0.0823444700000000]",k*(k*p2*((p3*cos(k) + sin(k))*(k + p4 + sin(k*p5) + sin(k*p6)))**p7 + p1)**p8 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7, p8]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",37,0.0024450952,0.00046040776257700303,((((((((sin((xv_a / 0.09783436) / 0.0095715625) + xv_a) + sin(xv_a / 0.08215915)) / 0.09783436) * ((sin(xv_a) - cos(xv_a)) * 5.0320735)) ^ 0.01903607) * ((xv_a / 0.097343035) + 2.8368158)) ^ 0.08234447) * xv_a) - -0.63986397,xv_a*(((xv_a + sin(xv_a/0.08215915) + sin(xv_a/(0.0095715625*0.09783436)))*(sin(xv_a) - cos(xv_a))*5.0320735/0.09783436)**0.01903607*(xv_a/0.097343035 + 2.8368158))**0.08234447 - 1*(-0.63986397),1.00619561174465*k*(((sin(k) - cos(k))*(k + sin(12.1714988531405*k) + sin(1067.88811266175*k)))**0.01903607*(10.2729486501012*k + 2.8368158))**0.08234447 + 0.63986397,"[0.639863970000000, 1.00619561174465, -1, 12.1714988531405, 1067.88811266175, 0.0190360700000000, 2.83681580000000, 10.2729486501012, 0.0823444700000000]",k*p1*(((p2*cos(k) + sin(k))*(k + sin(k*p3) + sin(k*p4)))**p5*(k*p7 + p6))**p8 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7, p8]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",36,0.0024462212,2.6571560103925376e-06,(((2.8368165 + ((((sin((xv_a + 0.5317483) / atan(0.08215863)) + (xv_a + sin(xv_a / 0.009571987))) * (5.0320735 * (sin(xv_a) - cos(xv_a)))) ^ 0.019085925) * (xv_a / 0.09711971))) ^ 0.08336963) * xv_a) - -0.6399304,xv_a*(xv_a*((xv_a + sin(xv_a/0.009571987) + sin((xv_a + 0.5317483)/atan(0.08215863)))*5.0320735*(sin(xv_a) - cos(xv_a)))**0.019085925/0.09711971 + 2.8368165)**0.08336963 - 1*(-0.6399304),k*(10.6190609427879*k*((sin(k) - cos(k))*(k + sin(104.471516728972*k) + sin((k + 0.5317483)/atan(0.08215863))))**0.019085925 + 2.8368165)**0.08336963 + 0.6399304,"[0.639930400000000, 2.83681650000000, 10.6190609427879, -1, 104.471516728972, 0.0821586300000000, 0.531748300000000, 0.0190859250000000, 0.0833696300000000]",k*(k*p2*((p3*cos(k) + sin(k))*(k + sin(k*p4) + sin((k + p6)*atan(p5)**p3)))**p7 + p1)**p8 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7, p8]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",35,0.0024462277,2.424111265451197e-05,((((((((sin(xv_a) - cos(xv_a)) * 5.0320735) * (sin(xv_a / atan(atan(0.08215863))) + (xv_a + sin(xv_a / 0.009571987)))) ^ 0.019085925) * (xv_a / 0.09711971)) + 2.8368165) ^ 0.08336963) * xv_a) - -0.6399304,xv_a*(xv_a*((sin(xv_a) - cos(xv_a))*5.0320735*(xv_a + sin(xv_a/0.009571987) + sin(xv_a/atan(atan(0.08215863)))))**0.019085925/0.09711971 + 2.8368165)**0.08336963 - 1*(-0.6399304),k*(10.6190609427879*k*((sin(k) - cos(k))*(k + sin(104.471516728972*k) + sin(k/atan(atan(0.08215863)))))**0.019085925 + 2.8368165)**0.08336963 + 0.6399304,"[0.639930400000000, 2.83681650000000, 10.6190609427879, -1, 104.471516728972, 0.0821586300000000, 0.0190859250000000, 0.0833696300000000]",k*(k*p2*((p3*cos(k) + sin(k))*(k + sin(k*p4) + sin(k*atan(atan(p5))**p3)))**p6 + p1)**p7 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",34,0.002446287,4.6600151090959935e-05,(((((((((sin(xv_a / atan(0.08215863)) + xv_a) + sin(xv_a / 0.009571987)) * 5.0320735) * (sin(xv_a) - cos(xv_a))) ^ 0.019085925) * (xv_a / 0.09711971)) + 2.8368165) ^ 0.08336963) * xv_a) - -0.6399304,xv_a*(xv_a*((xv_a + sin(xv_a/0.009571987) + sin(xv_a/atan(0.08215863)))*5.0320735*(sin(xv_a) - cos(xv_a)))**0.019085925/0.09711971 + 2.8368165)**0.08336963 - 1*(-0.6399304),k*(10.6190609427879*k*((sin(k) - cos(k))*(k + sin(104.471516728972*k) + sin(k/atan(0.08215863))))**0.019085925 + 2.8368165)**0.08336963 + 0.6399304,"[0.639930400000000, 2.83681650000000, 10.6190609427879, -1, 104.471516728972, 0.0821586300000000, 0.0190859250000000, 0.0833696300000000]",k*(k*p2*((p3*cos(k) + sin(k))*(k + sin(k*p4) + sin(k*atan(p5)**p3)))**p6 + p1)**p7 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",33,0.002446401,0.0005200243957081584,(((((((((sin(xv_a / 0.08215863) + xv_a) + sin(xv_a / 0.009571987)) * 5.0320735) * (sin(xv_a) - cos(xv_a))) ^ 0.019085925) * (xv_a / 0.09711971)) + 2.8368165) ^ 0.08336963) * xv_a) - -0.6399304,xv_a*(xv_a*((xv_a + sin(xv_a/0.009571987) + sin(xv_a/0.08215863))*5.0320735*(sin(xv_a) - cos(xv_a)))**0.019085925/0.09711971 + 2.8368165)**0.08336963 - 1*(-0.6399304),k*(10.6190609427879*k*((sin(k) - cos(k))*(k + sin(12.1715758892279*k) + sin(104.471516728972*k)))**0.019085925 + 2.8368165)**0.08336963 + 0.6399304,"[0.639930400000000, 2.83681650000000, 10.6190609427879, -1, 12.1715758892279, 104.471516728972, 0.0190859250000000, 0.0833696300000000]",k*(k*p2*((p3*cos(k) + sin(k))*(k + sin(k*p4) + sin(k*p5)))**p6 + p1)**p7 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",31,0.0024489467,4.405781727770501e-05,(((((((sin(xv_a) - cos(xv_a)) * (sin(xv_a / 0.081974044) + (xv_a + -1.0461767))) * 5.0320735) ^ 0.019091489) * ((xv_a / 0.09710001) + 2.8368165)) ^ 0.083441205) * xv_a) - -0.63993907,xv_a*(((sin(xv_a) - cos(xv_a))*(xv_a + sin(xv_a/0.081974044) - 1.0461767)*5.0320735)**0.019091489*(xv_a/0.09710001 + 2.8368165))**0.083441205 - 1*(-0.63993907),1.00257736350435*k*(((sin(k) - cos(k))*(k + sin(12.1989833757622*k) - 1.0461767))**0.019091489*(10.2986601134233*k + 2.8368165))**0.083441205 + 0.63993907,"[0.639939070000000, 1.00257736350435, -1, -1.04617670000000, 12.1989833757622, 0.0190914890000000, 2.83681650000000, 10.2986601134233, 0.0834412050000000]",k*p1*(((p2*cos(k) + sin(k))*(k + p3 + sin(k*p4)))**p5*(k*p7 + p6))**p8 + p0,"[p0, p1, p2, p3, p4, p5, p6, p7, p8]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",29,0.0024491625,0.00013470361779531026,((((xv_a * (((((sin(xv_a / 0.0819715) + xv_a) * 5.032074) * (sin(xv_a) - cos(xv_a))) ^ 0.019373076) / 0.09676837)) + 2.8368204) ^ 0.08324159) * xv_a) - -0.64030164,xv_a*(xv_a*((xv_a + sin(xv_a/0.0819715))*5.032074*(sin(xv_a) - cos(xv_a)))**0.019373076/0.09676837 + 2.8368204)**0.08324159 - 1*(-0.64030164),k*(10.6625620770223*k*((k + sin(12.1993619733688*k))*(sin(k) - cos(k)))**0.019373076 + 2.8368204)**0.08324159 + 0.64030164,"[0.640301640000000, 2.83682040000000, 10.6625620770223, 12.1993619733688, -1, 0.0193730760000000, 0.0832415900000000]",k*(k*p2*((k + sin(k*p3))*(p4*cos(k) + sin(k)))**p5 + p1)**p6 + p0,"[p0, p1, p2, p3, p4, p5, p6]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",20,0.0024521335,2.5487683893618848e-05,((atan(sin(xv_a) - cos(xv_a)) ^ 0.0016797232) * (xv_a * ((xv_a / 0.25561365) ^ 0.10849315))) - -0.76083213,xv_a*(xv_a/0.25561365)**0.10849315*atan(sin(xv_a) - cos(xv_a))**0.0016797232 - 1*(-0.76083213),1.15950619523414*k**1.10849315*atan(sin(k) - cos(k))**0.0016797232 + 0.76083213,"[0.760832130000000, 1.15950619523414, 1.10849315000000, -1, 0.00167972320000000]",k**p2*p1*atan(p3*cos(k) + sin(k))**p4 + p0,"[p0, p1, p2, p3, p4]"
P06,7,7.csv,omega,"[""k""]","[""d""]",[3.67319907],"{""c"": 1.5, ""pi"": 3.14159}","[""xv_a""]","{""xv_a"": ""k""}",19,0.002452196,0.0007231716486208682,(((((sin(xv_a) - cos(xv_a)) ^ 0.015336945) * (xv_a / 0.2579922)) ^ 0.10904557) * xv_a) - -0.7578724,xv_a*(xv_a*(sin(xv_a) - cos(xv_a))**0.015336945/0.2579922)**0.10904557 - 1*(-0.7578724),1.15920887190671*k*(k*(sin(k) - cos(k))**0.015336945)**0.10904557 + 0.7578724,"[0.757872400000000, 1.15920887190671, -1, 0.0153369450000000, 0.109045570000000]",k*p1*(k*(p2*cos(k) + sin(k))**p3)**p4 + p0,"[p0, p1, p2, p3, p4]"
