complexity,loss,equation,score,sympy_format,lambda_format
20,0.0025362747,((xv_a + (cos(exp(xv_a / 0.27498072)) * 0.003589751)) - -0.5410584) + (xv_a * ((sin(xv_a) * -0.020129709) + 0.38413224)),0.00024545731037673964,xv_a*(0.38413224 + sin(xv_a)*(-0.020129709)) + xv_a + cos(exp(xv_a/0.27498072))*0.003589751 - 1*(-0.5410584),PySRFunction(X=>xv_a*(0.38413224 + sin(xv_a)*(-0.020129709)) + xv_a + cos(exp(xv_a/0.27498072))*0.003589751 - 1*(-0.5410584))
23,0.002534739,(((xv_a + ((xv_a + (sin(xv_a) * sin((xv_a ^ xv_a) * 1.2017459))) * (sin(xv_a) * -0.049655203))) * 0.38656) + xv_a) - -0.5336804,0.00020189257845985137,xv_a + (xv_a + (xv_a + sin(xv_a)*sin(xv_a**xv_a*1.2017459))*sin(xv_a)*(-0.049655203))*0.38656 - 1*(-0.5336804),PySRFunction(X=>xv_a + (xv_a + (xv_a + sin(xv_a)*sin(xv_a**xv_a*1.2017459))*sin(xv_a)*(-0.049655203))*0.38656 - 1*(-0.5336804))
25,0.0025338004,(((((xv_a + (sin(xv_a - -0.4520474) * sin((xv_a ^ xv_a) * 1.2015557))) * (sin(xv_a) * -0.046293713)) + xv_a) * 0.39118433) + xv_a) - -0.5191148,0.0001851815556033766,xv_a + (xv_a + (xv_a + sin(xv_a**xv_a*1.2015557)*sin(xv_a - 1*(-0.4520474)))*sin(xv_a)*(-0.046293713))*0.39118433 - 1*(-0.5191148),PySRFunction(X=>xv_a + (xv_a + (xv_a + sin(xv_a**xv_a*1.2015557)*sin(xv_a - 1*(-0.4520474)))*sin(xv_a)*(-0.046293713))*0.39118433 - 1*(-0.5191148))
26,0.0025332668,(xv_a + (((((cos(exp(xv_a * xv_a) / -0.07035002) * sin(xv_a)) * sin(xv_a)) + xv_a) * (-0.02011819 * sin(xv_a))) - -0.54104704)) + (xv_a * 0.38409314),0.00021061493006143523,xv_a*0.38409314 + xv_a + (xv_a + sin(xv_a)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819)*sin(xv_a) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.38409314 + xv_a + (xv_a + sin(xv_a)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819)*sin(xv_a) - 1*(-0.54104704))
27,0.0025332666,(((xv_a + (cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * sin(xv_a)))) * (atanh(-0.02011819) * sin(xv_a))) + (xv_a - -0.54104704)) + (xv_a * 0.38409314),7.894944498942932e-08,1.38409314*xv_a - 0.0201209048819204*(xv_a + sin(xv_a)**2*cos(14.2146370391935*exp(xv_a**2)))*sin(xv_a) + 0.54104704,PySRFunction(X=>1.38409314*xv_a - 0.0201209048819204*(xv_a + sin(xv_a)**2*cos(14.2146370391935*exp(xv_a**2)))*sin(xv_a) + 0.54104704)
28,0.0025314505,(xv_a * 0.38409314) + (((sin(xv_a) * (xv_a + ((sin(xv_a) * 2.2042668) * (cos(exp(xv_a * xv_a) / -0.07035002) * sin(xv_a))))) * -0.02011819) + (xv_a - -0.54104704)),0.0007171575596343797,xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*2.2042668*cos(exp(xv_a*xv_a)/(-0.07035002))*sin(xv_a))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*2.2042668*cos(exp(xv_a*xv_a)/(-0.07035002))*sin(xv_a))*(-0.02011819) - 1*(-0.54104704))
30,0.0025309594,((sin(xv_a) * ((cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * cos((xv_a * xv_a) * 1.0758797))) + xv_a)) * -0.02011819) + ((xv_a - -0.54104704) + (xv_a * 0.38409314)),9.700913423476785e-05,xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002))*cos(xv_a*xv_a*1.0758797))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.38409314 + xv_a + sin(xv_a)*(xv_a + sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002))*cos(xv_a*xv_a*1.0758797))*(-0.02011819) - 1*(-0.54104704))
32,0.0025299771,(((sin(xv_a) * ((cos(exp(xv_a * xv_a) / -0.07035002) * (0.1603512 + (sin(xv_a) * cos(xv_a * (1.0758797 * xv_a))))) + xv_a)) * -0.02011819) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),0.00019409451439174932,0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704))
34,0.002529826,((sin(xv_a) * (((cos(exp(xv_a * xv_a) / -0.07035002) * ((sin(1.0758797 * xv_a) * cos(xv_a * (1.0758797 * xv_a))) + 0.1603512)) + xv_a) * -0.02011819)) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),2.986282214119261e-05,0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(1.0758797*xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (sin(1.0758797*xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704))
37,0.0025297839,((sin(xv_a) * ((xv_a + (cos(exp(xv_a * xv_a) / -0.07035002) * (sin(xv_a) * (cos(exp((xv_a * 1.3726737) - xv_a) * xv_a) + -0.54104704)))) * -0.02011819)) + (xv_a - -0.54104704)) + (0.38409314 * xv_a),5.547199729252889e-06,0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (cos(xv_a*exp(-xv_a + xv_a*1.3726737)) - 0.54104704)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (cos(xv_a*exp(-xv_a + xv_a*1.3726737)) - 0.54104704)*sin(xv_a)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704))
38,0.0025297028,(sin(xv_a) * (((cos(exp(xv_a * xv_a) / -0.07035002) * ((((1.1034315 ^ xv_a) * sin(xv_a)) * cos((xv_a * 1.0758797) * xv_a)) + 0.1603512)) + xv_a) * -0.02011819)) + ((xv_a - -0.54104704) + (0.38409314 * xv_a)),3.205858808062792e-05,0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (1.1034315**xv_a*sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704),PySRFunction(X=>0.38409314*xv_a + xv_a + sin(xv_a)*(xv_a + (1.1034315**xv_a*sin(xv_a)*cos(xv_a*1.0758797*xv_a) + 0.1603512)*cos(exp(xv_a*xv_a)/(-0.07035002)))*(-0.02011819) - 1*(-0.54104704))
43,0.0025291115,((xv_a - -0.54104704) + ((sin(xv_a) * -0.02011819) * ((sin(xv_a) * ((-0.47054222 * cos(exp(xv_a * xv_a) * -0.47054222)) * ((xv_a * cos(xv_a * exp(xv_a + 1.1257639))) + sin(xv_a ^ xv_a)))) + xv_a))) + (xv_a * 0.38409314),4.675403900022023e-05,xv_a*0.38409314 + xv_a + sin(xv_a)*(-0.02011819)*(xv_a + sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054222))*(xv_a*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a))) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.38409314 + xv_a + sin(xv_a)*(-0.02011819)*(xv_a + sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054222))*(xv_a*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a))) - 1*(-0.54104704))
45,0.0025288193,xv_a + (((xv_a * 0.38409314) + ((sin(xv_a) * -0.020118142) * ((((sin(xv_a) * ((cos(xv_a * exp(xv_a + 1.1257639)) + sin(xv_a ^ xv_a)) * -0.47054222)) * cos(exp(xv_a * xv_a) * -0.47054216)) * (xv_a - 0.88334614)) + xv_a))) - -0.54104704),5.777065995546727e-05,xv_a*0.38409314 + xv_a + sin(xv_a)*(-0.020118142)*(xv_a + sin(xv_a)*(sin(xv_a**xv_a) + cos(xv_a*exp(xv_a + 1.1257639)))*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216))*(xv_a - 1*0.88334614)) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.38409314 + xv_a + sin(xv_a)*(-0.020118142)*(xv_a + sin(xv_a)*(sin(xv_a**xv_a) + cos(xv_a*exp(xv_a + 1.1257639)))*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216))*(xv_a - 1*0.88334614)) - 1*(-0.54104704))
48,0.0025273883,(xv_a - -0.54104704) + ((xv_a * 0.3840931) + (sin(xv_a) * ((((((cos(exp(xv_a + 1.1257639) * xv_a) * xv_a) + sin(exp(xv_a))) + sin(xv_a ^ xv_a)) * ((sin(xv_a) * -0.47054222) * cos(exp(xv_a * xv_a) * -0.47054216))) + xv_a) * -0.020118168))),0.00018867896671642873,xv_a*0.3840931 + xv_a + sin(xv_a)*(xv_a + (xv_a*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a) + sin(exp(xv_a)))*sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216)))*(-0.020118168) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.3840931 + xv_a + sin(xv_a)*(xv_a + (xv_a*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a) + sin(exp(xv_a)))*sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216)))*(-0.020118168) - 1*(-0.54104704))
50,0.0025273522,(xv_a - -0.54104704) + ((xv_a * 0.3840931) + (sin(xv_a) * (((((cos(exp(xv_a + 1.1257639) * xv_a) * (xv_a + sin(exp(xv_a + xv_a)))) + sin(xv_a ^ xv_a)) * ((sin(xv_a) * -0.47054222) * cos(exp(xv_a * xv_a) * -0.47054216))) + xv_a) * -0.020118168))),7.1418107418685915e-06,xv_a*0.3840931 + xv_a + sin(xv_a)*(xv_a + ((xv_a + sin(exp(xv_a + xv_a)))*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a))*sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216)))*(-0.020118168) - 1*(-0.54104704),PySRFunction(X=>xv_a*0.3840931 + xv_a + sin(xv_a)*(xv_a + ((xv_a + sin(exp(xv_a + xv_a)))*cos(xv_a*exp(xv_a + 1.1257639)) + sin(xv_a**xv_a))*sin(xv_a)*(-0.47054222)*cos(exp(xv_a*xv_a)*(-0.47054216)))*(-0.020118168) - 1*(-0.54104704))
